"ImageId","Label"
248,"4"
249,"7"
250,"4"
251,"7"
252,"7"
253,"7"
254,"7"
255,"7"
256,"7"
257,"7"
258,"7"
259,"7"
260,"4"
261,"4"
262,"4"
263,"4"
264,"4"
265,"7"
266,"7"
267,"4"
268,"4"
269,"4"
270,"7"
271,"4"
272,"7"
273,"4"
274,"4"
275,"7"
276,"4"
277,"7"
278,"7"
279,"4"
280,"7"
281,"7"
282,"7"
283,"4"
284,"7"
285,"7"
286,"7"
287,"7"
288,"7"
289,"4"
290,"7"
291,"4"
292,"7"
293,"7"
294,"7"
295,"7"
296,"4"
297,"7"
298,"4"
299,"4"
300,"4"
301,"4"
302,"7"
303,"7"
304,"7"
305,"7"
306,"4"
307,"7"
308,"7"
309,"7"
310,"7"
311,"7"
312,"4"
313,"7"
314,"7"
315,"4"
316,"7"
317,"7"
318,"7"
319,"7"
320,"7"
321,"7"
322,"7"
323,"7"
324,"7"
325,"7"
326,"7"
327,"7"
328,"7"
329,"7"
330,"4"
331,"4"
332,"4"
333,"7"
334,"4"
335,"7"
336,"7"
337,"4"
338,"7"
339,"4"
340,"7"
341,"4"
342,"4"
343,"7"
344,"4"
345,"4"
346,"7"
347,"7"
348,"7"
349,"4"
350,"4"
351,"4"
352,"7"
353,"7"
354,"7"
355,"7"
356,"4"
357,"7"
358,"4"
359,"4"
360,"7"
361,"4"
362,"4"
363,"4"
364,"7"
365,"7"
366,"4"
367,"7"
368,"7"
369,"7"
370,"4"
371,"7"
372,"7"
373,"7"
374,"7"
375,"7"
376,"7"
377,"7"
378,"4"
379,"4"
380,"7"
381,"4"
382,"4"
383,"4"
384,"4"
385,"4"
386,"4"
387,"7"
388,"7"
389,"4"
390,"7"
391,"7"
392,"7"
393,"7"
394,"4"
395,"4"
396,"7"
397,"7"
398,"7"
399,"7"
400,"4"
401,"7"
402,"7"
403,"4"
404,"7"
405,"7"
406,"7"
407,"4"
408,"7"
409,"7"
410,"4"
411,"7"
412,"4"
413,"7"
414,"7"
415,"4"
416,"7"
417,"7"
418,"7"
419,"4"
420,"4"
421,"4"
422,"7"
423,"4"
424,"7"
425,"4"
426,"7"
427,"7"
428,"7"
429,"4"
430,"7"
431,"7"
432,"7"
433,"7"
434,"4"
435,"4"
436,"7"
437,"7"
438,"4"
439,"4"
440,"4"
441,"7"
442,"4"
443,"7"
444,"7"
445,"7"
446,"4"
447,"7"
448,"4"
449,"7"
450,"7"
451,"7"
452,"7"
453,"4"
454,"7"
455,"7"
456,"4"
457,"7"
458,"4"
459,"7"
460,"7"
461,"7"
462,"7"
463,"4"
464,"4"
465,"4"
466,"7"
467,"7"
468,"7"
469,"7"
470,"7"
471,"7"
472,"7"
473,"4"
474,"7"
475,"7"
476,"4"
477,"7"
478,"7"
479,"7"
480,"7"
481,"7"
482,"7"
483,"7"
484,"4"
485,"7"
486,"7"
487,"7"
488,"7"
489,"7"
490,"7"
491,"7"
492,"7"
493,"4"
494,"4"
495,"4"
496,"7"
497,"7"
498,"4"
499,"4"
500,"7"
501,"4"
502,"4"
503,"7"
504,"4"
505,"7"
506,"7"
507,"7"
508,"4"
509,"4"
510,"4"
511,"7"
512,"7"
513,"7"
514,"7"
515,"7"
516,"4"
517,"4"
518,"7"
519,"4"
520,"4"
521,"4"
522,"7"
523,"4"
524,"7"
525,"7"
526,"7"
527,"4"
528,"7"
529,"7"
530,"7"
531,"4"
532,"4"
533,"4"
534,"4"
535,"7"
536,"4"
537,"4"
538,"4"
539,"7"
540,"7"
541,"4"
542,"4"
543,"7"
544,"4"
545,"4"
546,"7"
547,"4"
548,"7"
549,"4"
550,"7"
551,"7"
552,"7"
553,"4"
554,"4"
555,"7"
556,"4"
557,"4"
558,"4"
559,"4"
560,"4"
561,"7"
562,"7"
563,"4"
564,"7"
565,"4"
566,"4"
567,"4"
568,"7"
569,"7"
570,"4"
571,"7"
572,"4"
573,"4"
574,"4"
575,"4"
576,"7"
577,"7"
578,"4"
579,"4"
580,"4"
581,"4"
582,"7"
583,"7"
584,"4"
585,"7"
586,"7"
587,"7"
588,"4"
589,"7"
590,"7"
591,"7"
592,"7"
593,"7"
594,"4"
595,"4"
596,"4"
597,"4"
598,"4"
599,"4"
600,"7"
601,"7"
602,"7"
603,"7"
604,"7"
605,"7"
606,"4"
607,"7"
608,"4"
609,"4"
610,"7"
611,"7"
612,"4"
613,"7"
614,"4"
615,"4"
616,"4"
617,"7"
618,"7"
619,"7"
620,"4"
621,"7"
622,"7"
623,"7"
624,"7"
625,"7"
626,"7"
627,"7"
628,"4"
629,"4"
630,"7"
631,"4"
632,"7"
633,"7"
634,"4"
635,"7"
636,"7"
637,"7"
638,"7"
639,"7"
640,"7"
641,"4"
642,"7"
643,"7"
644,"7"
645,"7"
646,"7"
647,"7"
648,"7"
649,"7"
650,"7"
651,"7"
652,"7"
653,"7"
654,"4"
655,"7"
656,"4"
657,"4"
658,"7"
659,"4"
660,"7"
661,"4"
662,"4"
663,"7"
664,"4"
665,"4"
666,"4"
667,"7"
668,"7"
669,"4"
670,"4"
671,"4"
672,"7"
673,"4"
674,"4"
675,"7"
676,"7"
677,"7"
678,"4"
679,"4"
680,"7"
681,"4"
682,"7"
683,"7"
684,"7"
685,"7"
686,"7"
687,"7"
688,"4"
689,"7"
690,"7"
691,"4"
692,"4"
693,"4"
694,"7"
695,"7"
696,"7"
697,"7"
698,"7"
699,"7"
700,"7"
701,"7"
702,"4"
703,"4"
704,"4"
705,"4"
706,"7"
707,"4"
708,"7"
709,"4"
710,"4"
711,"7"
712,"4"
713,"7"
714,"7"
715,"4"
716,"4"
717,"4"
718,"7"
719,"7"
720,"7"
721,"7"
722,"4"
723,"7"
724,"4"
725,"7"
726,"7"
727,"4"
728,"7"
729,"7"
730,"4"
731,"7"
732,"7"
733,"4"
734,"4"
735,"7"
736,"7"
737,"7"
738,"7"
739,"7"
740,"7"
741,"7"
742,"4"
743,"7"
744,"7"
745,"4"
746,"7"
747,"7"
748,"4"
749,"4"
750,"4"
751,"7"
752,"7"
753,"7"
754,"7"
755,"4"
756,"7"
757,"7"
758,"7"
759,"7"
760,"4"
761,"7"
762,"7"
763,"4"
764,"4"
765,"4"
766,"4"
767,"4"
768,"7"
769,"7"
770,"7"
771,"4"
772,"7"
773,"7"
774,"7"
775,"4"
776,"4"
777,"7"
778,"4"
779,"4"
780,"4"
781,"7"
782,"4"
783,"4"
784,"4"
785,"4"
786,"4"
787,"4"
788,"7"
789,"4"
790,"4"
791,"7"
792,"4"
793,"7"
794,"7"
795,"7"
796,"4"
797,"7"
798,"4"
799,"7"
800,"7"
801,"7"
802,"7"
803,"4"
804,"4"
805,"7"
806,"7"
807,"7"
808,"4"
809,"7"
810,"7"
811,"7"
812,"7"
813,"4"
814,"7"
815,"7"
816,"7"
817,"7"
818,"7"
819,"7"
820,"4"
821,"7"
822,"7"
823,"4"
824,"4"
825,"7"
826,"7"
827,"7"
828,"7"
829,"7"
830,"4"
831,"7"
832,"7"
833,"7"
834,"4"
835,"4"
836,"7"
837,"7"
838,"7"
839,"7"
840,"7"
841,"4"
842,"4"
843,"4"
844,"7"
845,"4"
846,"4"
847,"7"
848,"4"
849,"7"
850,"4"
851,"7"
852,"7"
853,"7"
854,"7"
855,"4"
856,"4"
857,"7"
858,"4"
859,"7"
860,"7"
861,"7"
862,"7"
863,"7"
864,"4"
865,"4"
866,"4"
867,"4"
868,"7"
869,"7"
870,"4"
871,"7"
872,"4"
873,"7"
874,"4"
875,"7"
876,"7"
877,"7"
878,"7"
879,"7"
880,"7"
881,"4"
882,"4"
883,"7"
884,"7"
885,"7"
886,"7"
887,"7"
888,"4"
889,"4"
890,"7"
891,"7"
892,"7"
893,"7"
894,"7"
895,"4"
896,"4"
897,"7"
898,"7"
899,"4"
900,"7"
901,"7"
902,"4"
903,"4"
904,"7"
905,"7"
906,"7"
907,"7"
908,"4"
909,"4"
910,"7"
911,"4"
912,"7"
913,"4"
914,"4"
915,"7"
916,"4"
917,"4"
918,"4"
919,"7"
920,"4"
921,"7"
922,"7"
923,"4"
924,"7"
925,"4"
926,"7"
927,"7"
928,"4"
929,"4"
930,"4"
931,"4"
932,"4"
933,"7"
934,"4"
935,"4"
936,"4"
937,"7"
938,"4"
939,"7"
940,"4"
941,"4"
942,"4"
943,"4"
944,"7"
945,"7"
946,"7"
947,"4"
948,"4"
949,"7"
950,"7"
951,"4"
952,"7"
953,"7"
954,"4"
955,"7"
956,"4"
957,"4"
958,"7"
959,"7"
960,"4"
961,"7"
962,"7"
963,"7"
964,"7"
965,"4"
966,"7"
967,"7"
968,"7"
969,"7"
970,"4"
971,"7"
972,"4"
973,"4"
974,"4"
975,"7"
976,"4"
977,"7"
978,"4"
979,"7"
980,"4"
981,"4"
982,"7"
983,"7"
984,"7"
985,"7"
986,"7"
987,"4"
988,"7"
989,"7"
990,"4"
991,"7"
992,"7"
993,"4"
994,"4"
995,"7"
996,"4"
997,"4"
998,"4"
999,"4"
1000,"4"
1001,"4"
1002,"7"
1003,"7"
1004,"7"
1005,"7"
1006,"7"
1007,"4"
1008,"4"
1009,"4"
1010,"7"
1011,"4"
1012,"4"
1013,"4"
1014,"7"
1015,"4"
1016,"7"
1017,"4"
1018,"7"
1019,"7"
1020,"4"
1021,"7"
1022,"7"
1023,"7"
1024,"4"
1025,"4"
1026,"4"
1027,"7"
1028,"4"
1029,"4"
1030,"7"
1031,"7"
1032,"7"
1033,"7"
1034,"7"
1035,"7"
1036,"4"
1037,"7"
1038,"4"
1039,"4"
1040,"7"
1041,"7"
1042,"4"
1043,"7"
1044,"7"
1045,"4"
1046,"4"
1047,"4"
1048,"7"
1049,"4"
1050,"4"
1051,"4"
1052,"7"
1053,"7"
1054,"7"
1055,"7"
1056,"7"
1057,"7"
1058,"7"
1059,"4"
1060,"4"
1061,"4"
1062,"7"
1063,"7"
1064,"7"
1065,"7"
1066,"7"
1067,"7"
1068,"7"
1069,"4"
1070,"7"
1071,"4"
1072,"7"
1073,"7"
1074,"4"
1075,"7"
1076,"4"
1077,"4"
1078,"7"
1079,"4"
1080,"7"
1081,"7"
1082,"7"
1083,"4"
1084,"4"
1085,"7"
1086,"7"
1087,"4"
1088,"4"
1089,"7"
1090,"7"
1091,"4"
1092,"4"
1093,"7"
1094,"7"
1095,"7"
1096,"4"
1097,"4"
1098,"4"
1099,"7"
1100,"4"
1101,"7"
1102,"4"
1103,"7"
1104,"7"
1105,"7"
1106,"4"
1107,"4"
1108,"4"
1109,"7"
1110,"4"
1111,"7"
1112,"4"
1113,"7"
1114,"7"
1115,"4"
1116,"7"
1117,"4"
1118,"7"
1119,"4"
1120,"7"
1121,"7"
1122,"4"
1123,"4"
1124,"7"
1125,"7"
1126,"4"
1127,"7"
1128,"4"
1129,"7"
1130,"4"
1131,"4"
1132,"4"
1133,"7"
1134,"7"
1135,"7"
1136,"4"
1137,"7"
1138,"7"
1139,"7"
1140,"7"
1141,"4"
1142,"7"
1143,"4"
1144,"4"
1145,"4"
1146,"7"
1147,"7"
1148,"7"
1149,"4"
1150,"4"
1151,"7"
1152,"7"
1153,"4"
1154,"4"
1155,"7"
1156,"7"
1157,"4"
1158,"7"
1159,"4"
1160,"7"
1161,"7"
1162,"7"
1163,"4"
1164,"4"
1165,"4"
1166,"7"
1167,"4"
1168,"4"
1169,"7"
1170,"4"
1171,"7"
1172,"7"
1173,"7"
1174,"7"
1175,"4"
1176,"4"
1177,"4"
1178,"7"
1179,"4"
1180,"4"
1181,"7"
1182,"4"
1183,"7"
1184,"7"
1185,"4"
1186,"7"
1187,"4"
1188,"7"
1189,"7"
1190,"7"
1191,"7"
1192,"4"
1193,"4"
1194,"7"
1195,"7"
1196,"7"
1197,"7"
1198,"4"
1199,"4"
1200,"4"
1201,"4"
1202,"7"
1203,"7"
1204,"7"
1205,"7"
1206,"7"
1207,"7"
1208,"4"
1209,"7"
1210,"7"
1211,"7"
1212,"4"
1213,"7"
1214,"7"
1215,"7"
1216,"7"
1217,"7"
1218,"7"
1219,"7"
1220,"4"
1221,"7"
1222,"4"
1223,"4"
1224,"4"
1225,"7"
1226,"7"
1227,"7"
1228,"7"
1229,"7"
1230,"4"
1231,"7"
1232,"7"
1233,"4"
1234,"4"
1235,"7"
1236,"4"
1237,"7"
1238,"4"
1239,"7"
1240,"7"
1241,"7"
1242,"4"
1243,"7"
1244,"4"
1245,"4"
1246,"7"
1247,"7"
1248,"4"
1249,"7"
1250,"7"
1251,"4"
1252,"4"
1253,"4"
1254,"7"
1255,"7"
1256,"7"
1257,"7"
1258,"4"
1259,"4"
1260,"4"
1261,"7"
1262,"7"
1263,"7"
1264,"4"
1265,"4"
1266,"4"
1267,"7"
1268,"4"
1269,"7"
1270,"7"
1271,"7"
1272,"7"
1273,"7"
1274,"7"
1275,"7"
1276,"7"
1277,"7"
1278,"7"
1279,"7"
1280,"4"
1281,"7"
1282,"4"
1283,"7"
1284,"4"
1285,"7"
1286,"7"
1287,"4"
1288,"4"
1289,"4"
1290,"7"
1291,"4"
1292,"4"
1293,"4"
1294,"4"
1295,"4"
1296,"7"
1297,"7"
1298,"4"
1299,"7"
1300,"4"
1301,"4"
1302,"4"
1303,"7"
1304,"7"
1305,"4"
1306,"4"
1307,"7"
1308,"4"
1309,"4"
1310,"7"
1311,"4"
1312,"7"
1313,"4"
1314,"4"
1315,"7"
1316,"4"
1317,"4"
1318,"4"
1319,"7"
1320,"4"
1321,"7"
1322,"7"
1323,"4"
1324,"7"
1325,"7"
1326,"7"
1327,"7"
1328,"4"
1329,"7"
1330,"7"
1331,"7"
1332,"4"
1333,"4"
1334,"7"
1335,"7"
1336,"7"
1337,"7"
1338,"7"
1339,"7"
1340,"4"
1341,"7"
1342,"7"
1343,"7"
1344,"7"
1345,"7"
1346,"4"
1347,"4"
1348,"4"
1349,"7"
1350,"7"
1351,"4"
1352,"4"
1353,"7"
1354,"4"
1355,"4"
1356,"4"
1357,"7"
1358,"7"
1359,"7"
1360,"4"
1361,"7"
1362,"7"
1363,"7"
1364,"4"
1365,"7"
1366,"7"
1367,"4"
1368,"4"
1369,"4"
1370,"7"
1371,"4"
1372,"7"
1373,"4"
1374,"7"
1375,"7"
1376,"4"
1377,"4"
1378,"7"
1379,"7"
1380,"7"
1381,"4"
1382,"4"
1383,"4"
1384,"7"
1385,"7"
1386,"7"
1387,"7"
1388,"7"
1389,"7"
1390,"7"
1391,"4"
1392,"7"
1393,"7"
1394,"7"
1395,"7"
1396,"4"
1397,"7"
1398,"4"
1399,"7"
1400,"7"
1401,"7"
1402,"4"
1403,"7"
1404,"7"
1405,"7"
1406,"7"
1407,"7"
1408,"7"
1409,"7"
1410,"7"
1411,"4"
1412,"7"
1413,"4"
1414,"7"
1415,"7"
1416,"4"
1417,"7"
1418,"4"
1419,"7"
1420,"7"
1421,"7"
1422,"4"
1423,"7"
1424,"4"
1425,"4"
1426,"7"
1427,"7"
1428,"4"
1429,"7"
1430,"7"
1431,"7"
1432,"7"
1433,"7"
1434,"7"
1435,"4"
1436,"7"
1437,"7"
1438,"7"
1439,"7"
1440,"7"
1441,"4"
1442,"7"
1443,"4"
1444,"4"
1445,"7"
1446,"4"
1447,"7"
1448,"7"
1449,"7"
1450,"4"
1451,"4"
1452,"7"
1453,"4"
1454,"7"
1455,"7"
1456,"4"
1457,"7"
1458,"7"
1459,"4"
1460,"7"
1461,"4"
1462,"4"
1463,"4"
1464,"7"
1465,"4"
1466,"4"
1467,"7"
1468,"7"
1469,"7"
1470,"4"
1471,"7"
1472,"7"
1473,"4"
1474,"4"
1475,"7"
1476,"7"
1477,"4"
1478,"4"
1479,"4"
1480,"7"
1481,"4"
1482,"7"
1483,"4"
1484,"7"
1485,"4"
1486,"7"
1487,"7"
1488,"7"
1489,"7"
1490,"4"
1491,"7"
1492,"7"
1493,"4"
1494,"7"
1495,"7"
1496,"4"
1497,"7"
1498,"4"
1499,"4"
1500,"7"
1501,"4"
1502,"7"
1503,"7"
1504,"4"
1505,"4"
1506,"7"
1507,"7"
1508,"7"
1509,"4"
1510,"7"
1511,"7"
1512,"7"
1513,"4"
1514,"7"
1515,"7"
1516,"7"
1517,"7"
1518,"7"
1519,"7"
1520,"7"
1521,"4"
1522,"7"
1523,"7"
1524,"7"
1525,"7"
1526,"7"
1527,"7"
1528,"7"
1529,"7"
1530,"4"
1531,"7"
1532,"7"
1533,"4"
1534,"4"
1535,"7"
1536,"7"
1537,"4"
1538,"7"
1539,"7"
1540,"4"
1541,"7"
1542,"7"
1543,"7"
1544,"4"
1545,"7"
1546,"7"
1547,"7"
1548,"7"
1549,"7"
1550,"7"
1551,"7"
1552,"7"
1553,"7"
1554,"7"
1555,"4"
1556,"7"
1557,"7"
1558,"7"
1559,"4"
1560,"4"
1561,"7"
1562,"7"
1563,"4"
1564,"7"
1565,"7"
1566,"7"
1567,"7"
1568,"7"
1569,"7"
1570,"4"
1571,"7"
1572,"4"
1573,"7"
1574,"7"
1575,"4"
1576,"7"
1577,"4"
1578,"7"
1579,"7"
1580,"4"
1581,"7"
1582,"7"
1583,"4"
1584,"7"
1585,"4"
1586,"4"
1587,"4"
1588,"7"
1589,"7"
1590,"4"
1591,"4"
1592,"4"
1593,"7"
1594,"4"
1595,"4"
1596,"7"
1597,"7"
1598,"7"
1599,"4"
1600,"7"
1601,"4"
1602,"7"
1603,"7"
1604,"7"
1605,"4"
1606,"7"
1607,"4"
1608,"4"
1609,"7"
1610,"7"
1611,"4"
1612,"7"
1613,"7"
1614,"7"
1615,"7"
1616,"4"
1617,"4"
1618,"4"
1619,"7"
1620,"7"
1621,"7"
1622,"7"
1623,"7"
1624,"4"
1625,"7"
1626,"4"
1627,"7"
1628,"4"
1629,"4"
1630,"7"
1631,"4"
1632,"7"
1633,"4"
1634,"4"
1635,"7"
1636,"7"
1637,"7"
1638,"7"
1639,"7"
1640,"7"
1641,"7"
1642,"7"
1643,"7"
1644,"7"
1645,"7"
1646,"7"
1647,"4"
1648,"7"
1649,"4"
1650,"4"
1651,"7"
1652,"7"
1653,"7"
1654,"7"
1655,"4"
1656,"7"
1657,"4"
1658,"4"
1659,"7"
1660,"7"
1661,"7"
1662,"7"
1663,"4"
1664,"4"
1665,"7"
1666,"7"
1667,"4"
1668,"4"
1669,"4"
1670,"4"
1671,"7"
1672,"4"
1673,"4"
1674,"4"
1675,"7"
1676,"7"
1677,"4"
1678,"7"
1679,"7"
1680,"4"
1681,"4"
1682,"4"
1683,"4"
1684,"4"
1685,"7"
1686,"4"
1687,"7"
1688,"7"
1689,"7"
1690,"7"
1691,"7"
1692,"4"
1693,"4"
1694,"4"
1695,"7"
1696,"4"
1697,"4"
1698,"4"
1699,"4"
1700,"4"
1701,"4"
1702,"7"
1703,"7"
1704,"7"
1705,"4"
1706,"7"
1707,"4"
1708,"7"
1709,"7"
1710,"7"
1711,"7"
1712,"7"
1713,"4"
1714,"7"
1715,"7"
1716,"7"
1717,"7"
1718,"4"
1719,"4"
1720,"7"
1721,"7"
1722,"7"
1723,"4"
1724,"4"
1725,"4"
1726,"4"
1727,"7"
1728,"4"
1729,"7"
1730,"7"
1731,"7"
1732,"4"
1733,"7"
1734,"7"
1735,"4"
1736,"7"
1737,"7"
1738,"7"
1739,"7"
1740,"7"
1741,"4"
1742,"4"
1743,"4"
1744,"7"
1745,"7"
1746,"7"
1747,"7"
1748,"4"
1749,"7"
1750,"7"
1751,"7"
1752,"7"
1753,"7"
1754,"4"
1755,"4"
1756,"7"
1757,"4"
1758,"4"
1759,"7"
1760,"4"
1761,"7"
1762,"4"
1763,"7"
1764,"7"
1765,"7"
1766,"7"
1767,"4"
1768,"4"
1769,"7"
1770,"7"
1771,"4"
1772,"4"
1773,"4"
1774,"4"
1775,"7"
1776,"4"
1777,"7"
1778,"4"
1779,"7"
1780,"7"
1781,"7"
1782,"4"
1783,"7"
1784,"7"
1785,"7"
1786,"4"
1787,"4"
1788,"4"
1789,"4"
1790,"4"
1791,"7"
1792,"7"
1793,"7"
1794,"7"
1795,"7"
1796,"4"
1797,"4"
1798,"7"
1799,"4"
1800,"7"
1801,"4"
1802,"4"
1803,"4"
1804,"4"
1805,"7"
1806,"7"
1807,"7"
1808,"7"
1809,"4"
1810,"7"
1811,"4"
1812,"7"
1813,"4"
1814,"7"
1815,"7"
1816,"7"
1817,"4"
1818,"4"
1819,"7"
1820,"4"
1821,"7"
1822,"7"
1823,"7"
1824,"7"
1825,"7"
1826,"7"
1827,"7"
1828,"4"
1829,"7"
1830,"7"
1831,"4"
1832,"4"
1833,"7"
1834,"7"
1835,"7"
1836,"4"
1837,"7"
1838,"4"
1839,"7"
1840,"4"
1841,"4"
1842,"4"
1843,"4"
1844,"4"
1845,"4"
1846,"4"
1847,"7"
1848,"7"
1849,"4"
1850,"7"
1851,"4"
1852,"7"
1853,"7"
1854,"7"
1855,"7"
1856,"7"
1857,"4"
1858,"4"
1859,"7"
1860,"7"
1861,"4"
1862,"7"
1863,"4"
1864,"7"
1865,"4"
1866,"4"
1867,"7"
1868,"7"
1869,"4"
1870,"7"
1871,"7"
1872,"7"
1873,"4"
1874,"4"
1875,"4"
1876,"4"
1877,"4"
1878,"7"
1879,"4"
1880,"7"
1881,"7"
1882,"7"
1883,"7"
1884,"7"
1885,"7"
1886,"7"
1887,"7"
1888,"4"
1889,"7"
1890,"7"
1891,"7"
1892,"7"
1893,"4"
1894,"4"
1895,"7"
1896,"7"
1897,"7"
1898,"4"
1899,"4"
1900,"4"
1901,"7"
1902,"7"
1903,"7"
1904,"7"
1905,"7"
1906,"7"
1907,"4"
1908,"7"
1909,"7"
1910,"7"
1911,"7"
1912,"7"
1913,"7"
1914,"7"
1915,"7"
1916,"7"
1917,"4"
1918,"7"
1919,"4"
1920,"7"
1921,"4"
1922,"4"
1923,"7"
1924,"4"
1925,"7"
1926,"4"
1927,"7"
1928,"7"
1929,"7"
1930,"7"
1931,"4"
1932,"4"
1933,"4"
1934,"7"
1935,"4"
1936,"7"
1937,"4"
1938,"7"
1939,"7"
1940,"7"
1941,"7"
1942,"4"
1943,"7"
1944,"7"
1945,"7"
1946,"7"
1947,"7"
1948,"4"
1949,"7"
1950,"7"
1951,"7"
1952,"4"
1953,"4"
1954,"7"
1955,"7"
1956,"7"
1957,"7"
1958,"7"
1959,"4"
1960,"4"
1961,"4"
1962,"7"
1963,"4"
1964,"7"
1965,"7"
1966,"4"
1967,"7"
1968,"7"
1969,"4"
1970,"7"
1971,"7"
1972,"7"
1973,"7"
1974,"4"
1975,"4"
1976,"7"
1977,"4"
1978,"7"
1979,"7"
1980,"7"
1981,"7"
1982,"7"
1983,"4"
1984,"7"
1985,"4"
1986,"4"
1987,"4"
1988,"7"
1989,"4"
1990,"4"
1991,"7"
1992,"7"
1993,"7"
1994,"7"
1995,"4"
1996,"4"
1997,"7"
1998,"7"
1999,"7"
2000,"7"
2001,"7"
2002,"4"
2003,"7"
2004,"4"
2005,"7"
2006,"4"
2007,"4"
2008,"7"
2009,"4"
2010,"7"
2011,"7"
2012,"7"
2013,"7"
2014,"7"
2015,"4"
2016,"7"
2017,"7"
2018,"4"
2019,"7"
2020,"7"
2021,"7"
2022,"7"
2023,"7"
2024,"4"
2025,"7"
2026,"7"
2027,"4"
2028,"7"
2029,"4"
2030,"7"
2031,"4"
2032,"7"
2033,"4"
2034,"7"
2035,"7"
2036,"4"
2037,"4"
2038,"7"
2039,"4"
2040,"4"
2041,"7"
2042,"7"
2043,"7"
2044,"4"
2045,"4"
2046,"4"
2047,"7"
2048,"7"
2049,"4"
2050,"4"
2051,"4"
2052,"4"
2053,"7"
2054,"7"
2055,"7"
2056,"7"
2057,"7"
2058,"4"
2059,"4"
2060,"4"
2061,"7"
2062,"4"
2063,"7"
2064,"4"
2065,"7"
2066,"7"
2067,"4"
2068,"7"
2069,"7"
2070,"7"
2071,"7"
2072,"4"
2073,"4"
2074,"7"
2075,"4"
2076,"7"
2077,"7"
2078,"4"
2079,"4"
2080,"7"
2081,"4"
2082,"7"
2083,"4"
2084,"7"
2085,"4"
2086,"4"
2087,"4"
2088,"4"
2089,"4"
2090,"4"
2091,"7"
2092,"7"
2093,"4"
2094,"4"
2095,"7"
2096,"4"
2097,"4"
2098,"7"
2099,"7"
2100,"4"
2101,"7"
2102,"7"
2103,"7"
2104,"4"
2105,"4"
2106,"4"
2107,"7"
2108,"4"
2109,"4"
2110,"7"
2111,"4"
2112,"7"
2113,"4"
2114,"4"
2115,"4"
2116,"7"
2117,"4"
2118,"4"
2119,"4"
2120,"7"
2121,"7"
2122,"4"
2123,"4"
2124,"7"
2125,"4"
2126,"4"
2127,"7"
2128,"7"
2129,"4"
2130,"4"
2131,"4"
2132,"7"
2133,"7"
2134,"7"
2135,"7"
2136,"4"
2137,"7"
2138,"7"
2139,"7"
